cluster,attack,defense,magic,difficulty,Fighter,Mage,Assassin,Marksman,Tank,Support,hp,hpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed
11,7.727565991312536,4.6645569620253164,4.048032574336953,5.034190300857283,0.0,0.5418464292753624,0.13621700434373196,0.863782995656268,0.0,0.0,629.4582209129476,104.45069027533,334.9324676420311,30.18492118245247,4.474442985289177,30.916307141449273,1.6436151780434782,486.78310601081307,6.169568114923017,0.6255338858258823,0.0,0.0,61.40446348623542,3.19526888935958,2.51069495363972,0.5639839234650053
12,7.147434223565943,5.0,4.705131552868115,6.060508341801503,0.16760367083311048,0.4262828882170284,0.5938865590501389,0.4061134409498611,0.0,0.0,639.0091456220879,107.6140560063173,336.5751894719953,32.22396234784825,4.60765281242823,31.14743422356594,1.7302878338372285,428.0042597771954,6.850490944040874,0.6573717111782972,0.0,0.0,62.62592612401175,3.5234360105330387,2.4671463897287147,0.5684406792991817
13,6.326777020447906,4.608974704261534,5.564395367627256,6.455567755702417,0.0,0.6410988419068139,0.6410988419068139,0.3589011580931861,0.0,0.0,625.3864592181317,107.92329652572045,335.5441380596242,31.85875406575649,4.731402763678551,30.717802316186372,1.6278296629306594,495.3617228448901,6.592765543102198,0.6358901158093186,0.0,0.0,60.83879094242682,3.554413805962419,2.7734336323520274,0.5762481551306222
14,8.0,4.6099384916129615,3.3900615083870385,6.780123016774077,0.3900615083870384,0.28878728995191694,0.3900615083870384,0.6099384916129615,0.0,0.0,619.3527217658175,105.73939413844948,337.29485907556517,27.799340865435262,4.356024603354816,30.780123016774073,1.5925461312902787,380.4496920230104,4.979958233132892,0.6761849819265644,0.0,0.0,58.426607903403905,2.17327237397115,2.5273348045901747,0.6410849481639009
15,8.09921986344188,3.105530619105056,5.09328176025821,7.006683408142685,0.5031553778315885,0.1988123793632662,0.8011876206367339,0.29803224280514534,0.0,0.1988123793632662,618.0081496815724,104.90115278903764,336.0571694534481,29.720154719225373,4.44106189225324,30.410246270052887,1.6773665333736916,361.3167333131543,6.059262391455459,0.6357294634260604,0.0,0.0,58.807125723820405,2.4074722145748186,2.705123135026443,0.6471618041855718
16,8.297302228593772,3.367774904483939,4.967147962438352,6.140945351780337,0.3677749044839389,0.33492286692229073,0.6650771330777092,0.6322250955160611,0.0,0.0,622.5968159026526,102.43347897960723,332.35549808967875,31.103324713451816,4.388126376151509,30.14094535178034,1.5758311783629542,412.0844108185229,5.789596466077222,0.6086898694670992,0.0,0.0,57.32061706462167,2.1486511142968854,2.6709495359668556,0.6405799035579304
17,8.0,4.173249065307719,4.24012640203842,5.999999999999999,0.3986577069437852,0.41337546734614006,0.5866245326538599,0.6013422930562148,0.0,0.0,629.7799913400447,103.18926165555027,334.85282239597643,32.01601259024256,4.603073035064492,30.797315413887567,1.5989932802078388,371.17213326338754,5.9683734688949395,0.6285953386125753,0.0,0.0,60.28091562372494,2.8468882449435022,2.973714954243794,0.6456628029943461
18,8.0,4.356897064446238,3.964654403330643,6.0,0.37038531798292196,0.629614682017078,0.37038531798292196,0.629614682017078,0.0,0.0,632.2053825566081,103.57920897234376,335.4883385020604,30.681995836696547,4.55573516292111,30.740770635965845,1.5777889884871914,384.8846595012533,5.624644207485449,0.6055577976974383,0.0,0.0,60.45299290539104,2.8144929691150855,2.5660138493563873,0.6465926972258804
19,8.576778292825383,3.574040250238861,2.3912497425699786,6.3043751287150105,0.0,0.4232217071746169,0.5767782928253831,0.6956248712849893,0.0,0.3043751287150106,646.4072222203465,104.97980735794081,332.1161085358731,31.023558645090937,4.352187564357505,30.60875025743002,1.528281346536258,417.6694058346303,4.633413741530131,0.548401401769768,0.0,0.0,59.91312538614503,2.55357650482618,2.4434595893948954,0.6605347387043082
20,8.845870540306983,4.273718894578119,2.395057228685474,4.306510020163779,0.4836044372071696,0.39505722868547444,0.4836044372071696,0.5163955627928304,0.0,0.12133833410735596,626.687761232636,100.42784835427113,338.62266103099813,28.99017383176471,4.490337552246528,30.96720887441434,1.6627033279053773,352.7487111053631,5.918022186035848,0.55,0.0,0.0,62.385231060450195,2.9809915229825927,2.662693863274292,0.6679445407890328
21,8.693432480663033,2.390277833738484,5.87128038663819,6.229339210236038,0.0,0.8389003982293513,0.18298555377207062,0.797311949962562,0.0,0.01970249626536742,639.7265779127455,106.95575345908344,330.30645472266076,25.918111301096992,4.742613745379503,30.0,1.3274478330658106,542.0055392662906,4.190120182902966,0.5510942976000711,0.0,0.0,58.777609453697195,3.998158238603034,0.9392314598359085,0.6292842739543107
22,8.110864910497048,2.77959866719961,5.220401332800389,6.4564675482344045,0.25986622239986995,0.74013377760013,0.25986622239986995,0.74013377760013,0.0,0.0,627.2956226231091,104.97752848122785,331.615655594826,27.118394668798437,4.7519732444799745,30.519732444799743,1.4948996667999026,439.5568554800553,4.838615221058113,0.6346266881834209,0.0,0.0,62.0551297722331,3.464922189733324,1.9207675377856208,0.6317565217823966
23,7.409662626813975,4.277685120605945,5.008571630732531,6.0,0.0,0.6784358121653813,0.0,0.6784358121653813,0.32156418783461876,0.32156418783461876,647.1487804631511,103.09667006971188,330.0445596762727,29.153938940608437,4.615152985414076,30.643128375669235,1.541173140875964,421.1515264847891,5.19481086144215,0.55,0.0,0.0,59.64312837566924,3.4514223718214376,0.9164212093951003,0.6573257455532981
24,5.177880350958469,4.138038768142553,6.995502850266383,6.30242766990017,0.36124089694408507,1.0,0.0,0.30692481963378737,0.0,0.0,619.052632471003,108.89442432528631,330.0,29.389206840639318,4.775188840741013,30.72248179388817,1.5709306727080636,396.47261879876385,5.2947158490629995,0.5485296693239021,0.0,0.0,59.14703306760978,3.577131767617132,1.4042124055796295,0.6540125762001345
25,7.42271110714082,2.4759046852177096,2.979597117281503,4.812042590339016,0.05351538670297528,0.16722011811040235,0.18899886110331487,0.7792644951866223,0.01958139260221594,0.0,599.6335062987841,104.6080503393296,327.9383228411857,29.699502494570087,4.741167921430469,30.146193558610378,1.3751451056389443,478.0438014003182,6.924359378601656,0.5733516688412768,0.0,0.0,63.63141454504252,3.2355789581934706,3.4048311593674327,0.6267612851672044
26,6.394671561221341,2.7866340184908367,3.6788963741021417,5.228041630431733,0.07356793532348277,0.2622113394969456,0.0,0.6642207251795716,0.0,0.2622113394969456,605.2809159122454,102.32110362589786,327.41457572733697,28.696281126976558,4.7,30.147135870646963,1.355175951492612,467.6959391493574,6.926432064676518,0.6323417986152577,0.0,0.0,60.6989902309284,3.0557032783096685,3.216291092418116,0.6465348008982256
27,9.310681231197547,2.4182336575647936,1.9571270523314561,7.767105558335778,0.2678082835290035,0.0,0.8462977982555543,0.7321917164709966,0.1537022017444458,0.0,566.860419410938,104.87465798470303,332.4801022354906,25.56397675350548,4.630740440348889,30.53561656705801,1.5008562126467528,445.72933863301256,4.457127052331456,0.6206775689734844,0.0,0.0,60.46110660523334,2.5240753842938526,3.123008354089132,0.6573779645320311
28,8.526056520611874,4.03758339455504,2.4675739377134995,5.056058164086202,0.0,0.08727201696661707,0.9127279830333829,0.9687861471195857,0.0,0.031213852880414297,569.831808641537,106.89425321350221,330.15606926440205,27.775767343655186,4.723378696885675,30.0,1.3,523.5985458978449,5.499999999999999,0.5556058164086203,0.0,0.0,58.46999835652567,2.735545760954109,3.0907252036398054,0.6678910839360387
29,8.228418604202295,2.4178707506556485,3.8953531033612485,6.465565700406957,0.08573067692612202,0.22028501846462645,0.7166782874202489,0.914269323073878,0.0,0.0,626.9650162830558,104.29709284909805,330.6131884461994,27.628491243081175,4.3581895947572065,29.828538646147756,1.3214326692315306,511.98854495352,4.1904445233500445,0.6086884168990778,0.0,0.0,58.96362338255983,3.0147235200580345,3.223509754043437,0.6711030550923054
30,7.499026806255188,2.477810775457629,3.2692356391840387,6.312623477422693,0.0,0.16995297898368486,0.0,1.0,0.0,0.21206162999731254,599.0704324617512,106.71850173098652,326.85804357362844,25.292909052494444,4.7422635439520135,30.0,1.3000000000000003,566.3551844773489,3.745354549394649,0.634022205752473,0.0,0.0,58.52649622390411,2.9997105696219495,3.4606298219132863,0.6661695642612308
31,7.321455339091301,3.1813599181139125,2.5883963692656478,7.624030351991744,0.0,0.0,0.3937866393713043,1.0,0.0,0.0,611.8135991811391,107.56601219831997,330.2725715445847,25.466117939651305,4.663834349859998,29.999999999999996,1.3,523.6371422770761,3.45020577263076,0.6033882060348692,0.0,0.0,56.85533739943999,2.8292446262255417,3.213202439663996,0.6615029751380982
32,8.189683958816254,2.0,4.4736184099281955,6.1470136724392965,0.0,0.5162886963051527,0.3366976312555504,1.0,0.0,0.14701367243929683,586.9027544592869,99.72964012818994,329.99999999999994,26.18968395881625,4.428741613664717,30.0,1.3,557.3506836219648,4.10046310411904,0.5926493163780351,0.0,0.0,58.19316564435148,2.2312266583940574,3.4972201237429648,0.6498934251397668
33,6.198244825886479,2.953300388721462,3.131273047189413,4.5189369123161685,0.09470951962013864,0.1414091308986766,0.09470951962013864,0.7638813494811848,0.0,0.7638813494811848,613.3082817013895,103.03035833504919,328.30828170138955,26.050630502467726,4.614140913089868,30.189419039240278,1.3710321397151042,540.9048225171431,4.255710711366515,0.5642064279430209,0.0,0.0,57.256390817937344,3.0445129750606794,3.0788719590188998,0.6533334986803437
34,5.243673912342721,2.071427036436116,4.42298559102582,4.379581376857533,0.0,0.32353573232187566,0.6764642676781243,1.0,0.0,0.0,607.7865408791516,109.0477290554117,329.78297892915856,27.144224053638776,4.540202757153448,29.266120107019674,1.3,526.435390632555,4.893226116668636,0.6273125812586631,0.0,0.0,56.22966250120881,2.9782978929158563,3.729721598418344,0.6403989545166385
35,6.647267262073109,3.27601552949646,3.219137930631488,6.430770561273025,0.3143741337116759,0.0,0.0,0.6856258662883241,0.0,0.3328931283614324,623.7632499748732,101.0383586042152,332.8593533427919,29.143741337116758,4.333157251344573,30.628748267423354,1.5357806002837568,433.03564959060935,4.983687484076656,0.55,0.0,0.0,60.418436251697514,3.129410094172699,2.9181449217097404,0.6453633280430824
36,7.867210605432584,3.7841573407563374,4.4974916817253225,5.1104127114735345,0.0,0.12478815073994794,0.5071877196332065,0.875211849260052,0.0,0.0,617.3106549555029,105.64831559321891,327.5442432043384,26.13753654161784,4.2402900567108555,29.235200862213482,1.2999999999999998,528.078180737637,3.497584458734516,0.5892909130995403,0.0,0.0,57.48148919407039,2.4519276729854096,1.7685067715579208,0.6548942732917238
37,7.642444645260378,3.226259225789937,5.678777677369811,4.226259225789937,0.0,0.22625922578993707,0.9999999999999999,0.7737407742100629,0.0,0.0,631.8569212331822,104.96982977617641,327.7458239120064,28.996063404398903,4.180782044469956,28.645811113222692,1.420807913526763,513.7576259419711,4.742457444044105,0.5451391770769904,0.0,0.0,59.18935606604172,2.6131296128949684,1.7580991091270843,0.6564922451005868
38,5.135651360599563,4.821607601085249,6.308765763778654,4.574790489242121,0.0,0.5747904892421213,0.7921971480261453,0.4252095107578787,0.2078028519738547,0.0,626.2269851543564,109.92316954551865,331.7869191522905,26.184269427279006,4.328955815015831,29.565186682431953,1.455852138980391,466.87885921045813,5.565186682431952,0.5806902374555698,0.0,0.0,57.223283687148275,2.891296670607988,1.6834938186341333,0.6539619632360297
39,6.790102083457704,3.0,4.91693459665521,5.7197224899153145,0.0,0.3156997023631851,0.6843002976368149,0.4267591700282286,0.0,0.0,632.0077522024271,100.01439146490188,330.7324082997177,27.474402381094517,4.18027878932601,31.464351808420822,1.4931558457064398,440.54502076635083,5.632484627783416,0.5801702670203058,0.0,0.0,61.42892961614232,2.8755144682193814,1.8605575786520205,0.638229534270875
40,5.388040827140161,2.424541623307632,3.360545053792516,4.735860857785098,0.0,0.7231358346375185,0.0,0.7231358346375185,0.27686416536248154,0.27686416536248154,615.8122410407261,102.55372833072497,325.4922581931505,25.987274976852422,4.426209341516242,29.446271669275035,1.4384320826812407,438.0236883721311,4.8059795864299195,0.6727638346047432,0.0,0.0,58.289589188510064,2.7703025436389908,2.133304928044487,0.6311957097088731
41,7.29418716673388,1.8843648034315463,4.832548032075018,1.4895445074484597,0.0,1.0,0.06081801174807627,0.8813643899676968,0.0,0.05781759828422686,636.0744041436003,101.94428116356465,325.8972681089019,28.43172690916423,4.230409005874038,30.121636023496155,1.345613508811057,522.7069050499618,4.197883951084986,0.6531909212605962,0.0,0.0,53.313091299131926,2.471181366019382,2.8874461911425042,0.6574206269069238
42,4.591214578400745,1.7524214524087793,5.362884943041807,3.557653197725293,0.0,0.5268678123346724,0.4731321876653276,0.4731321876653276,0.0,0.3330248894127965,620.3171071715223,103.05373562466934,331.93380257041065,25.6458755348317,4.4868591826102,28.666049778825595,1.2999999999999998,550.0,5.650194420249478,0.6026405146453867,0.0,0.0,54.840643789515184,2.548460730730469,2.069128317364655,0.6481961864261877
43,7.853379629147194,3.8012557683173664,3.945783191974561,6.273100890706842,0.0,0.40668619996288474,0.0,1.0,0.0,0.27310089070684174,600.9448012446575,100.37898909618308,331.40102840054425,24.9327481303778,4.20862008178565,30.0,1.3,540.6392570661072,3.4831870325944494,0.5727358324287338,0.0,0.0,55.96089481520971,1.8559105883815927,1.8427744480950015,0.6391202066520106
44,7.560161181244363,1.9999999999999998,5.322829447378591,6.778424095066339,0.0,0.0,0.0,0.9999999999999999,0.0,0.6614147236892953,560.3482464897592,95.47044876336469,328.8921204753317,25.104566533556614,4.295514379106016,29.999999999999996,1.2999999999999998,574.6061042766971,3.613898661921937,0.562323079028726,0.0,0.0,53.047267486796336,1.10040214800979,2.1595778854824164,0.6330736466250161
45,6.229239945671962,3.827541719564742,4.857956398266316,5.500967203720647,0.0,0.7504836018603238,0.0,0.6632872579220475,0.0,0.3367127420779525,603.0823247081768,102.49903279627935,335.0,24.227305538230667,4.430735470573896,30.0,1.2999999999999998,552.4333642543033,4.111046384620986,0.55,0.0,0.0,56.2191017194381,2.59188399728993,1.7017496731136363,0.6278109552046958
46,8.516701202901753,2.629702387989653,3.9509049599678674,5.632696184537273,0.0,0.1252446417149804,0.12535501275478828,0.9651390912640592,0.03486090873594088,0.16461832213360336,628.3377401867789,104.7744579983165,326.3662419333183,26.37339004020898,4.440512889350611,29.834982487703115,1.3087152271839853,534.9944679337166,3.82320008002632,0.5188722225121007,0.0,0.0,58.914601131621474,3.119328175734478,1.783547306411198,0.6342002333707121
47,8.07817309359377,2.2587216985510707,5.023295676795093,5.532850942494007,0.0,0.7703695369486175,0.0,1.0,0.0,0.0655841872580949,617.4148335322564,106.00592835247443,328.3094636317655,24.71058090839512,4.756150968041537,30.0,1.3,554.006490250397,3.7944619159077577,0.610061563797539,0.0,0.0,59.272523086388816,3.4734491074789626,2.3138925901367013,0.6448570090819222
48,7.228002345756025,2.8169114741090473,5.250484131186039,7.156960138893267,0.12319886328035783,0.8633220156606247,0.12319886328035783,0.8633220156606247,0.013479121059017352,0.013479121059017352,605.2516012462561,103.12038211683303,329.18596814331465,25.454330657312,4.615059690845605,30.27335596867875,1.4025084882545316,494.10380065199,4.289293219610604,0.6696454115195718,0.0,0.0,59.773884427993174,2.763057325289887,2.5255740076411595,0.63714210082383
49,7.839846735197037,3.659155455825058,2.8845934132204327,5.740520663822782,0.0,0.3265702947830634,0.0,1.0,0.0,0.1616139615571694,609.8803330456475,104.97612256008907,328.81001102967616,25.347211207518196,4.434248354799635,30.0,1.3,559.0867507497677,3.4890869168305536,0.5885682130456487,0.0,0.0,58.56491988593215,2.818995138509032,2.5756262900057836,0.654900582763095
50,8.275242458063776,3.170870740779934,4.636963804237482,6.317515065028107,0.00768746176958047,0.8585673527147247,0.00768746176958047,0.9923125382304195,0.0,0.0,629.3510410100882,103.72175947979841,329.89638526426404,24.754895134360172,4.5003520854153285,30.01537492353916,1.3057655963271855,534.6402567293554,3.7816033796246957,0.579342734510367,0.0,0.0,58.91273411236832,3.0701167096175457,1.5739248027249813,0.6333874498749218
51,8.105791277710317,4.384611832473045,2.8469796832907712,5.87923986727615,0.0,0.4881109976203375,0.08287842400201983,1.0,0.0,0.02417377809235394,626.9354157487749,104.57981334691692,332.0979574727546,25.45063677234835,4.333627373104759,30.0,1.3,522.8082591607316,3.4421800729715133,0.5824436014724187,0.0,0.0,58.345695188235545,2.6753958914458176,2.132108283062773,0.6473094300455069
52,7.466287899193513,3.448589427951138,3.7640033332979317,6.759868049144724,0.0,0.6978387912908757,0.0279776895353256,1.0,0.0,0.009783282242752867,616.3522263682992,103.14214548215305,329.4651315652322,24.901237485735557,4.40906509171516,30.0,1.3,535.9286937152675,3.648154801088374,0.602534506114629,0.0,0.0,58.455117571767985,2.6182331797867677,2.2319579000589376,0.6404226538363563
53,7.576662139996252,2.0,3.5310156202659773,7.78400204427936,0.0,0.3157767778850379,0.0,1.0,0.0,0.0,613.3660140324832,105.12686878795549,326.55218168024066,25.057168755792926,4.5943964328585665,30.0,1.3,542.0655689096601,3.6457315433177904,0.5891387774794845,0.0,0.0,57.69359537204993,2.9990237930000916,2.0996333281277404,0.6412417699285968
54,7.686111216277437,3.371795710701915,2.7634049948127166,7.336865282364683,0.0,0.33521804994323845,0.3965712163482642,1.0,0.0,0.0,618.2546336568732,102.48337120005921,330.643555050974,25.69554292737965,4.355932094963503,30.0,1.3,530.1089376297299,3.5302138687851126,0.5814825423620898,0.0,0.0,58.161482771870816,2.7359558851785044,2.4142762226495416,0.6409668689281731
55,6.582127211223868,4.876570038263184,3.949467642655132,5.7657974269395,0.0,0.7246541063605612,0.0,0.7246541063605612,0.2753458936394388,0.2753458936394388,628.9925067931016,101.72465410636056,331.83510785781624,29.639736871291525,4.523452143292852,30.55069178727888,1.506509420229579,422.7738728996839,5.0349740753063825,0.6642526895136693,0.0,0.0,59.59183510785782,2.7576117395885325,2.3244229329562467,0.6327551329507015
56,5.487501545987989,4.281520977339252,4.251357033901798,6.528260660446069,0.42717365911308386,0.42717365911308386,0.0,0.5728263408869161,0.0,0.26114142011021174,628.9779988731465,105.77961769434785,328.69429289944895,27.36222842144319,4.526114142011021,30.0,1.2999999999999998,520.3397050942021,5.073029037089969,0.6181114210721599,0.0,0.0,58.226360125877775,3.1739538814605117,2.5654975332902747,0.6645453833363109
57,6.93273129577111,4.227826353925519,2.5957148239861936,8.466029172565321,0.33149176410754183,0.30061976583178407,0.0,0.6685082358924581,0.0,0.0,621.9695435564977,105.9779011692905,334.6360329404687,27.356839054705926,4.365745882053771,30.662983528215086,1.5486188230806563,401.6005061085001,4.236757292753686,0.5665745882053772,0.0,0.0,59.18590494029502,2.8542743995000937,2.3744550107687608,0.6471693308172629
58,8.776010688221746,3.0406401222579076,2.8055762374682116,6.996974552599668,0.0,0.3191919777706482,0.0,1.0,0.0,0.0,650.7907779187561,104.49437506862144,329.49781123859714,26.74293938120963,4.511179169851235,30.0,1.3,539.688608197898,3.7039283819897024,0.6287251532016676,0.0,0.0,60.262377359975574,3.344669207675338,2.0074186310102498,0.654500045682622
59,8.424555385886793,3.0719457403208694,1.6659174952596973,7.947149056187893,0.10462332311136713,0.07333802940396313,0.15734194285924488,0.842658057140755,0.0,0.0,657.0780491521444,104.25523266448346,331.3032291055171,29.363298482432985,4.508104923173209,30.209246646222734,1.386375285295707,503.2059651844683,4.117555532836438,0.6620609982607929,0.0,0.0,61.96069481746798,3.4563138419207733,2.6751703862914993,0.6702065583702502
60,9.547594923074161,5.5774022943108985,1.3869400211837783,5.226202538462919,0.0,0.16073748272085883,0.0,1.0,0.0,0.0,628.3341220401055,106.1963125863957,330.476362134894,25.13093011148412,4.232732527871031,30.0,1.3000000000000003,533.1831319677576,3.30655063461573,0.7047594923074162,0.0,0.0,59.839262517279145,3.3749757822738453,3.5689977918604026,0.6572553715239754
61,6.534036297423958,4.245873257514701,6.423673920181487,4.534036297423958,0.5340362974239575,0.4659637025760425,0.0,0.0,0.0,0.0,612.4257484851198,103.39051819348677,340.1289140622668,33.602743201695475,4.8376358168412885,31.068072594847916,1.7005272230679682,330.2386495925495,7.2461904122265,0.697453434225844,0.0,0.0,57.23991074893287,3.6568143488254083,3.068612504104355,0.6469269499417928
62,5.143443515034671,4.545173883316653,6.805004378322371,4.81776082497498,0.3894825824923154,0.8831043591660112,0.0,0.0,0.0,0.0,595.542542283154,103.14137355324374,334.80602170004823,29.506886884189246,4.809801530128655,30.233791281667976,1.3876717306254915,478.90544052142155,5.616641310402518,0.6188363067919853,0.0,0.0,51.310856281616154,3.6916793447987413,2.9131722049277524,0.6370346557364085
63,2.681915488139015,3.283792755760265,8.1096668652167,8.47792516959314,0.12086550509487849,0.8722618907221901,0.12086550509487849,0.0022132035256091026,0.004659400657322298,0.8769212913795124,647.6059728046424,105.96746357237771,335.9264880563658,33.85332308702997,4.709452265992244,30.2510498115044,1.3941436793141506,439.8537188103599,5.787775273947943,0.6221756410622249,0.0,0.0,56.0427234969201,2.7863277391033603,2.2420510571581427,0.6297878351287736
64,3.847952522720112,4.273102467059596,5.5092019766909175,7.89710008101693,0.0,0.8292119818324544,0.0,0.0,0.17078801816754569,1.0,621.2259908624408,104.3095672942155,330.413670348667,33.70545830659318,4.6424081231039755,30.240101425714034,1.4027223609703952,460.1584922878303,5.869102489879384,0.5634311213314922,0.0,0.0,53.85752320008877,3.0088564909401745,1.9647854739742452,0.6589805240024249
65,5.358867146464782,3.284217844407595,4.37229192740566,8.714806086923826,0.0,0.8028801699218915,0.0,0.35789107779620266,0.0,0.6421089222037973,628.1056862906091,103.44596516079426,329.01440084960944,30.815328882194194,4.794072761622085,30.0,1.3,517.8945538898101,4.775130698817591,0.55,0.0,0.0,53.716758224260985,3.087095865750656,1.6981694875716227,0.649146391883897
66,4.667547343414547,5.005231427813963,4.40148593083157,7.925735297939918,0.2992570345842149,0.7007429654157851,0.12276343627677769,0.0,0.1764935983074372,0.7007429654157851,636.2537915018376,100.78991960846488,334.4888555187632,33.89253967593868,4.846528777726372,30.598514069168427,1.5244427759381611,396.6032919462913,6.09851406916843,0.612537915018376,0.0,0.0,56.910875989624216,3.2624280037011815,1.9992179174615716,0.6608470215105188
67,4.736172324850353,5.643646985752605,6.141804018996526,6.675160496773792,0.0,0.7854510047491314,0.5767685835871538,0.0,0.2145489952508686,0.42323141641284623,639.7510950667075,102.90127719359153,330.0293328704445,33.20650178058525,4.66870590915625,30.429097990501738,1.4609117464381516,458.81667701838086,5.517599722266674,0.6327690066965195,0.0,0.0,55.029332870444456,3.0,2.07811748879167,0.625
68,4.340495948585631,3.7984977424456288,8.156904236892117,6.955401979337746,0.5471978351845038,0.4528021648154962,0.7984977424456291,0.0,0.0,0.20150225755437087,618.3627797295424,108.06250856652309,334.24147696076193,21.596995484891256,4.544529087704364,30.288386640151522,1.7103983763883777,333.48075768542367,7.672847788815066,0.6320796752776755,0.0,0.0,54.42506867245543,2.718359171169351,2.9921259725759044,0.658
69,3.8656925122292565,4.98362589764737,7.5753407950616864,6.74239648753769,0.8329443075239966,0.5753407950616867,0.5917148974143167,0.0,0.0,0.0,627.5289257695284,109.80486441253078,332.9585744870716,23.540258435500405,4.45893807425583,30.849318409876627,1.618494403703735,283.10201089916285,7.2576035124623095,0.625760351246231,0.0,0.0,56.94220038471895,3.1503501232284026,2.75111980264135,0.6549929975354319
70,4.46257931762602,4.651438759790138,6.527843314695711,6.671886278185363,0.3581386078881312,0.6418613921118688,0.31853635413636705,0.3581386078881312,0.0,0.0,629.0529825582022,107.71148853193712,336.6166251898775,23.5878930868427,4.80744158236644,30.637072708272733,1.538902265602275,262.4131411395883,6.962792088167804,0.6318536354136366,0.0,0.0,58.35813860788814,3.608378042080088,2.7555180289367938,0.658
71,3.222244894832505,2.8077603032800527,8.69890013607393,6.825157804512129,0.18337644165678713,0.8166235583432129,0.13558096845499848,0.0,0.10452147256322207,0.0,624.720350333768,108.99298519135428,336.6354768814499,24.0047384807672,4.734474458985277,30.480204882036443,1.4800768307636654,375.9879864674265,6.797026580375018,0.6025866396531809,0.0,0.0,50.440230473176086,3.284603671670433,2.2643523594367765,0.6331588045278848
72,3.974005175755184,2.9870025878775923,7.25144024257415,5.773107293305504,0.13366611571344023,0.6264437654696559,0.13366611571344023,0.23989011881690392,0.0,0.0,622.5361117512189,108.90677340901894,337.5361117512189,25.61634093007757,4.662644376546966,30.74711246906069,1.580167175897758,410.58621810121736,6.926668236082076,0.6060334351795517,0.0,0.0,53.14890823396005,3.463334118041038,2.375631990875286,0.5934274639960079
73,4.5347282519704555,3.3050437461000253,8.095530684227063,6.1299708359333165,0.43501458203334176,0.5649854179666582,0.1198851139345822,0.0,0.0,0.0,643.2920947234724,106.60893509114324,340.92579316082725,27.16556338869638,4.554423777344079,30.870029164066683,1.6262609365250063,314.614516535893,7.370029164066684,0.5919597898771038,0.0,0.0,55.330550576864354,3.6550433035496965,2.6711688108230107,0.6344915132123401
74,3.4837264723668717,3.6755118233594666,7.653766796707497,8.852366900328429,0.2312533560652411,0.768746643934759,0.21999542265582714,0.0,0.08315013914749635,0.01519978114198299,631.1050289180804,104.44627369184668,332.2036778048251,22.71673258832038,4.732162605358088,31.69041103694546,1.4842238479096432,455.9890113031726,5.778231644087044,0.5700327401126096,0.0,0.0,56.118096654299535,3.21013112872715,1.9254134099214744,0.6478285315183424
75,3.4085613359265374,5.15611139743363,6.868822487143701,7.552935600004514,0.28325238974806544,0.7167476102519346,0.28325238974806544,0.0,0.0,0.0,617.2261617692976,103.44889644613144,337.87102696154955,25.250617892356942,4.8279215869206205,30.56650477949613,1.5124392923110492,418.9728691648202,7.996149693593106,0.5929644914096974,0.0,0.0,57.570541300037995,3.0872859007685567,2.6171924927489343,0.6486526711383138
76,3.4588916714343734,5.25401566316125,7.056368125234466,6.976708877008662,0.35127023877633906,0.648729761223661,0.5819947789462502,0.0,0.0,0.0,619.1041123267994,106.80235246207323,341.7563511938817,25.44596740548598,4.664872976122366,30.70254047755268,1.5634526790822545,412.5055469546251,7.5,0.6411543088079553,0.0,0.0,58.01036685704295,2.5895516954038573,2.8166615577508525,0.6464080821203808
77,2.6419953788374837,3.6419953788374837,8.358004621162516,6.790023105812579,0.0,1.0,0.6419953788374841,0.0,0.0,0.0,608.7375345270082,111.95122942491363,333.70134043818257,23.459865880918514,4.920867484025379,31.59947917842655,1.852168710063447,384.34938698096596,6.445291155817472,0.6967200282989756,0.0,0.0,56.53387974440606,3.0,2.5236522236522236,0.6503219986904198
78,3.339638103597603,3.4375601186384284,8.78524165912554,6.472561303210255,0.0,0.78524165912554,0.5624398813615714,0.0,0.0,0.43756011863842853,616.2818685423034,106.4243006818732,334.95978281555244,23.8632874651587,4.918780059319214,32.198671467095444,1.7218299110211785,310.9630504213321,6.947017274034833,0.6773176503791277,0.0,0.0,57.10879288894412,3.2652318459512886,2.952554467648243,0.6557261360561656
79,3.045002554931017,3.42474706182933,9.105503321410321,7.849494123658661,0.0,0.6807562595809913,0.7439908022483392,0.0,0.0,0.2560091977516607,595.3103679100665,113.2979407256004,337.75608073582015,21.807225344915686,4.57199540112417,31.210669391926416,1.5394328053142563,397.3025038323965,7.8508610117526825,0.661735309146653,0.0,0.0,54.41860500766479,2.6535717935615737,2.9157677567705673,0.6474649565661728
80,5.106770336135744,3.0991487428650433,7.423660076501221,8.670704596876309,0.32929540312369016,0.6707045968763099,0.699716247621681,0.0,0.0,0.30028375237831895,599.8393913259115,108.42366007650122,338.6436394918353,25.321965681982274,4.667070459687631,30.658590806247382,1.5469715523427676,417.25370271616646,6.899432495243362,0.615859080624738,0.0,0.0,56.346193263240124,2.4644530469914128,2.7737322764489916,0.6567423317730244
